Time,Temperature,Humidity,Gas,CO2
1.0,0.0,35.0,0.0,59.0
2.1,0.0,35.0,0.0,60.0
3.2,0.0,35.0,0.0,60.0
4.3,0.0,35.0,0.0,60.0
5.3,0.0,35.0,0.0,60.0
6.5,0.0,35.0,0.0,60.0
7.6,0.0,35.0,0.0,59.0
8.4,0.0,35.0,0.0,60.0
9.2,0.0,35.0,0.0,60.0
10.2,0.0,35.0,0.0,60.0
11.5,0.0,35.0,0.0,60.0
12.3,0.0,35.0,0.0,60.0
13.4,0.0,35.0,0.0,120.0
14.7,0.0,35.0,0.0,59.0
15.7,0.0,36.0,0.0,60.0
16.7,0.0,36.0,0.0,60.0
17.9,0.0,36.0,0.0,60.0
18.4,25.91,34.0,16776.0,60.0
19.5,0.0,36.0,0.0,60.0
20.7,0.0,36.0,0.0,60.0
21.7,0.0,36.0,0.0,59.0
22.8,0.0,36.0,0.0,60.0
23.9,0.0,36.0,0.0,60.0
25.0,0.0,36.0,0.0,60.0
26.1,0.0,35.0,0.0,60.0
27.0,0.0,35.0,0.0,60.0
28.2,0.0,35.0,0.0,59.0
29.4,0.0,35.0,0.0,59.0
30.3,0.0,35.0,0.0,60.0
30.6,25.95,34.0,16803.0,59.0
31.4,0.0,35.0,0.0,60.0
32.6,0.0,35.0,0.0,60.0
33.6,0.0,35.0,0.0,60.0
34.8,0.0,35.0,0.0,60.0
35.8,0.0,35.0,0.0,59.0
37.0,0.0,35.0,0.0,60.0
38.1,0.0,35.0,0.0,60.0
38.6,0.0,35.0,0.0,59.0
39.7,0.0,35.0,0.0,60.0
40.8,0.0,35.0,0.0,60.0
41.9,0.0,35.0,0.0,60.0
43.1,0.0,35.0,0.0,59.0
43.6,0.0,35.0,0.0,60.0
44.6,0.0,35.0,0.0,60.0
45.7,0.0,35.0,0.0,60.0
46.8,0.0,35.0,0.0,60.0
47.9,0.0,35.0,0.0,60.0
48.8,0.0,35.0,0.0,130.0
49.5,0.0,35.0,0.0,59.0
50.5,0.0,35.0,0.0,59.0
51.7,0.0,35.0,0.0,60.0
52.7,0.0,35.0,0.0,60.0
53.8,0.0,35.0,0.0,130.0
55.0,0.0,35.0,0.0,60.0
56.0,0.0,35.0,0.0,59.0
57.1,0.0,36.0,0.0,59.0
58.3,0.0,36.0,0.0,60.0
58.7,26.21,33.0,16656.0,60.0
59.9,0.0,36.0,0.0,60.0
60.9,0.0,36.0,0.0,60.0
62.0,0.0,36.0,0.0,60.0
63.1,0.0,36.0,0.0,59.0
63.7,0.0,36.0,0.0,59.0
68.9,0.0,36.0,0.0,59.0
71.9,0.0,36.0,0.0,60.0
72.9,0.0,36.0,0.0,60.0
73.7,0.0,36.0,0.0,59.0
75.3,0.0,36.0,0.0,60.0
76.1,0.0,36.0,0.0,60.0
77.3,0.0,36.0,0.0,59.0
78.3,0.0,36.0,0.0,59.0
78.9,26.35,33.0,16669.0,60.0
80.0,0.0,36.0,0.0,60.0
81.1,0.0,36.0,0.0,60.0
82.1,0.0,37.0,0.0,60.0
83.3,0.0,37.0,0.0,60.0
83.9,0.0,37.0,0.0,60.0
84.8,0.0,37.0,0.0,59.0
86.0,0.0,37.0,0.0,60.0
87.2,0.0,37.0,0.0,60.0
88.1,0.0,37.0,0.0,60.0
88.9,0.0,37.0,0.0,60.0
89.7,0.0,37.0,0.0,60.0
90.9,0.0,37.0,0.0,60.0
92.0,0.0,37.0,0.0,59.0
94.8,0.0,37.0,0.0,60.0
95.8,0.0,37.0,0.0,60.0
96.9,0.0,37.0,0.0,60.0
98.0,0.0,37.0,0.0,60.0
99.0,0.0,37.0,0.0,121.0
100.0,0.0,37.0,0.0,60.0
101.3,0.0,36.0,0.0,60.0
102.3,0.0,36.0,0.0,60.0
103.4,0.0,36.0,0.0,60.0
104.1,0.0,36.0,0.0,59.0
105.1,0.0,36.0,0.0,59.0
106.2,0.0,36.0,0.0,59.0
107.3,0.0,36.0,0.0,60.0
108.3,0.0,37.0,0.0,60.0
109.1,0.0,37.0,0.0,60.0
110.0,0.0,37.0,0.0,60.0
111.1,0.0,37.0,0.0,60.0
112.2,0.0,37.0,0.0,59.0
113.3,0.0,37.0,0.0,59.0
114.2,0.0,37.0,0.0,59.0
114.9,0.0,37.0,0.0,60.0
116.0,0.0,37.0,0.0,60.0
117.1,0.0,37.0,0.0,60.0
118.2,0.0,36.0,0.0,60.0
119.2,0.0,36.0,0.0,59.0
120.3,0.0,36.0,0.0,59.0
121.3,0.0,36.0,0.0,60.0
122.6,0.0,36.0,0.0,60.0
123.6,0.0,36.0,0.0,60.0
124.2,26.66,33.0,16512.0,60.0
125.1,0.0,36.0,0.0,60.0
126.2,0.0,36.0,0.0,59.0
127.4,0.0,36.0,0.0,59.0
128.5,0.0,36.0,0.0,60.0
129.3,0.0,36.0,0.0,59.0
130.1,0.0,36.0,0.0,60.0
131.4,0.0,36.0,0.0,60.0
132.3,0.0,36.0,0.0,60.0
133.4,0.0,36.0,0.0,59.0
134.4,0.0,36.0,0.0,121.0
135.8,0.0,36.0,0.0,60.0
136.7,0.0,36.0,0.0,60.0
137.8,0.0,36.0,0.0,60.0
138.9,0.0,36.0,0.0,60.0
139.5,0.0,36.0,0.0,120.0
140.5,0.0,36.0,0.0,59.0
141.6,0.0,36.0,0.0,60.0
142.7,0.0,36.0,0.0,60.0
143.8,0.0,36.0,0.0,60.0
144.5,0.0,36.0,0.0,120.0
145.4,0.0,36.0,0.0,60.0
146.5,0.0,36.0,0.0,60.0
147.7,0.0,36.0,0.0,59.0
148.6,0.0,36.0,0.0,60.0
149.5,0.0,36.0,0.0,120.0
