Time,Temperature,Humidity,Gas,CO2
0.2,0.0,31.0,0.0,0.0
0.9,0.0,31.0,0.0,0.0
1.9,0.0,31.0,0.0,0.0
3.0,60.0,0.0,31.0,0.0
4.2,0.0,31.0,0.0,0.0
5.2,0.0,31.0,0.0,0.0
5.8,0.0,31.0,0.0,0.0
6.8,0.0,31.0,0.0,0.0
8.0,0.0,31.0,0.0,0.0
9.1,0.0,31.0,0.0,0.0
10.1,0.0,31.0,0.0,0.0
11.2,60.0,0.0,31.0,0.0
12.3,0.0,31.0,0.0,0.0
13.4,59.0,0.0,31.0,0.0
14.5,0.0,31.0,0.0,0.0
15.5,0.0,31.0,0.0,0.0
16.3,121.0,31.93,21.0,18744.0
17.2,0.0,31.0,0.0,0.0
18.3,0.0,31.0,0.0,0.0
19.3,0.0,31.0,0.0,0.0
19.9,0.0,31.0,0.0,0.0
20.9,0.0,31.0,0.0,0.0
21.6,0.0,31.0,0.0,0.0
23.3,0.0,31.0,0.0,0.0
24.2,0.0,31.0,0.0,0.0
24.8,0.0,31.0,0.0,0.0
26.0,0.0,31.0,0.0,0.0
27.0,0.0,31.0,0.0,0.0
28.2,0.0,31.0,0.0,0.0
29.3,0.0,31.0,0.0,0.0
30.3,0.0,31.0,0.0,0.0
30.9,0.0,31.0,0.0,0.0
31.9,0.0,31.0,0.0,0.0
33.9,0.0,31.0,0.0,0.0
34.7,0.0,31.0,0.0,0.0
35.7,0.0,31.0,0.0,0.0
36.3,0.0,31.0,0.0,0.0
37.3,0.0,31.0,0.0,0.0
38.9,0.0,31.0,0.0,0.0
39.6,0.0,31.0,0.0,0.0
40.6,0.0,31.0,0.0,0.0
41.4,31.92,21.0,18845.0,0.0
42.2,0.0,31.0,0.0,0.0
43.4,0.0,31.0,0.0,0.0
44.4,0.0,31.0,0.0,0.0
45.0,0.0,31.0,0.0,0.0
46.1,0.0,31.0,0.0,0.0
47.2,59.0,0.0,31.0,0.0
48.3,0.0,31.0,0.0,0.0
49.3,0.0,31.0,0.0,0.0
50.4,0.0,31.0,0.0,0.0
51.4,31.92,21.0,18845.0,0.0
52.1,0.0,31.0,0.0,0.0
53.1,60.0,0.0,31.0,0.0
54.2,59.0,0.0,31.0,0.0
54.8,0.0,31.0,0.0,0.0
55.9,0.0,31.0,0.0,0.0
56.5,0.0,31.0,0.0,0.0
57.6,0.0,31.0,0.0,0.0
58.6,0.0,31.0,0.0,0.0
59.8,0.0,31.0,0.0,0.0
60.8,0.0,31.0,0.0,0.0
61.4,0.0,31.0,0.0,0.0
62.4,0.0,31.0,0.0,0.0
63.6,0.0,31.0,0.0,0.0
64.6,0.0,31.0,0.0,0.0
65.2,0.0,31.0,0.0,0.0
66.2,0.0,31.0,0.0,0.0
67.3,0.0,31.0,0.0,0.0
68.6,0.0,31.0,0.0,0.0
69.5,0.0,31.0,0.0,0.0
70.6,0.0,31.0,0.0,0.0
71.6,31.9,21.0,18862.0,0.0
72.3,0.0,31.0,0.0,0.0
73.3,0.0,31.0,0.0,0.0
74.4,60.0,0.0,31.0,0.0
75.5,0.0,31.0,0.0,0.0
76.5,31.91,21.0,18727.0,0.0
77.2,0.0,31.0,0.0,0.0
78.3,0.0,31.0,0.0,0.0
79.3,0.0,31.0,0.0,0.0
79.9,0.0,31.0,0.0,0.0
81.0,0.0,31.0,0.0,0.0
81.6,0.0,31.0,0.0,0.0
82.6,0.0,31.0,0.0,0.0
83.7,0.0,31.0,0.0,0.0
84.8,0.0,31.0,0.0,0.0
85.9,60.0,0.0,31.0,0.0
86.7,31.91,21.0,18744.0,0.0
87.5,0.0,31.0,0.0,0.0
88.5,0.0,31.0,0.0,0.0
89.2,0.0,31.0,0.0,0.0
90.3,0.0,31.0,0.0,0.0
91.3,0.0,31.0,0.0,0.0
91.9,0.0,31.0,0.0,0.0
92.9,0.0,31.0,0.0,0.0
93.6,0.0,31.0,0.0,0.0
94.6,0.0,31.0,0.0,0.0
95.7,0.0,31.0,0.0,0.0
96.6,31.9,21.0,18879.0,0.0
97.4,0.0,31.0,0.0,0.0
98.4,0.0,31.0,0.0,0.0
99.0,0.0,31.0,0.0,0.0
100.0,0.0,31.0,0.0,0.0
100.6,0.0,31.0,0.0,0.0
101.7,60.0,31.91,0.0,21.0
102.8,0.0,31.0,0.0,0.0
103.9,0.0,31.0,0.0,0.0
104.9,0.0,31.0,0.0,0.0
